id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
5213,19,9,هَيِّنٞ,هين,سَهْلٌ.,1,20967
5214,19,9,وَلَمۡ تَكُ شَيۡـٔٗا,ولم تك شيـا,ولم تَكُ شيئاً مَذْكُوراً ولا مَوْجُوداً.,2,20967
5215,19,10,ءَايَةٗ,ءاية,علامةً.,1,20968
5216,19,10,سَوِيّٗا,سويا,صَحِيحاً مُعَافىً.,2,20968
5217,19,11,ٱلۡمِحۡرَابِ,ٱلمحراب,المُصَلَّى.,1,20969
5218,19,11,بُكۡرَةٗ وَعَشِيّٗا,بكرة وعشيا,صَباحاً ومَسَاءً.,2,20969
5219,19,12,"ٱلۡكِتَٰبَ﴾ أي: التَّوْرَاةَ. 
﴿بِقُوَّةٖ","ٱلكتب﴾ أي: التوراة. 
﴿بقوة",بجِدٍّ واجْتِهَادٍ.,1,20970
5220,19,12,ٱلۡحُكۡمَ,ٱلحكم,الحِكْمَةَ وحُسنَ الفَهْمِ.,2,20970
5221,19,12,صَبِيّٗا,صبيا,صغيرَ السِّنِّ.,3,20970
5222,19,13,حَنَانٗا,حنانا,رَحْمَةً ومحبةً.,1,20971
5223,19,13,وَزَكَوٰةٗ,وزكوة,طَهَارةً مِنَ الذُّنُوبِ.,2,20971
5224,19,13,تَقِيّٗا,تقيا,خائفاً مِنَ اللهِ، ومُطِيعاً لَه.,3,20971
5225,19,14,بَرَّۢا,برا,بَارّاً ومُطيعاً.,1,20972
5226,19,14,جَبَّارًا,جبارا,مُتَكَبِّراً عَنْ طاعةِ ربِّه، وطاعةِ والدَيْه.,2,20972
5227,19,14,عَصِيّٗا,عصيا,عاصِياً لِرَبِّه وَلِوالِدَيْه.,3,20972
5228,19,16,فِي ٱلۡكِتَٰبِ,في ٱلكتب,في هَذا القُرْآنِ.,1,20974
5229,19,16,ٱنتَبَذَتۡ,ٱنتبذت,تباعَدَتْ واعْتَزَلَتْ.,2,20974
5230,19,16,شَرۡقِيّٗا,شرقيا,مَكَاناً مِمَّا يلِي الشَّرقَ عَنْ أَهْلِها.,3,20974
5231,19,17,رُوحَنَا,روحنا,أي: جِبْرِيلَ عليهِ السَّلامُ.,1,20975
5232,19,17,فَتَمَثَّلَ لَهَا بَشَرٗا,فتمثل لها بشرا,تصَوَّرَ لَها في صُورَةِ إنْسَانٍ.,2,20975
5233,19,17,سَوِيّٗا,سويا,تامَّ الخَلْقِ.,3,20975
5234,19,18,أَعُوذُ بِٱلرَّحۡمَٰنِ,أعوذ بٱلرحمن,ألْتَجِئُ وأَسْتَجِيرُ بالرَّحمنِ.,1,20976
5235,19,19,زَكِيّٗا,زكيا,طاهِراً مِنَ الذُّنوبِ.,1,20977
5236,19,20,أَنَّىٰ,أنى,كيفَ؟,1,20978
5237,19,20,لَمۡ يَمۡسَسۡنِي بَشَرٞ,لم يمسسني بشر,لم يَمَسَّني بَشَرٌ بِنِكَاحٍ حَلَالٍ.,2,20978
5238,19,20,بَغِيّٗا,بغيا,زانيةً.,3,20978
5239,19,21,ءَايَةٗ,ءاية,علامةً تَدُلُّ على قُدْرَةِ اللهِ.,1,20979
5240,19,21,رَحۡمَةٗ مِّنَّا,رحمة منا,جَعَلَه اللهُ رحمةً لأمِّه ولِمَن آمَنَ به.,2,20979
5241,19,21,مَقۡضِيّٗا,مقضيا,قَضاءً سابِقاً مُقَدَّراً.,3,20979
5242,19,22,فَٱنتَبَذَتۡ,فٱنتبذت,فتباعَدَتْ.,1,20980
5243,19,23,نَسۡيٗا مَّنسِيّٗا,نسيا منسيا,شَيْئاً لا يُعْرَفُ ولا يُذكَرُ.,1,20981
5244,19,24,فَنَادَىٰهَا,فنادىها,أي: جبريلُ أو عِيسى.,1,20982
5245,19,24,سَرِيّٗا,سريا,جَدْوَلَ ماءٍ.,2,20982
5246,19,25,هُزِّيٓ,هزي,حَرِّكِي.,1,20983
5247,19,26,وَقَرِّي عَيۡنٗا,وقري عينا,وطِيبِي نَفْساً بِمَولُودِكِ.,1,20984
5248,19,26,نَذَرۡتُ,نذرت,أوْجَبْتُ على نَفْسِي.,2,20984
5249,19,26,صَوۡمٗا,صوما,سُكُوتاً.,3,20984
5250,19,26,إِنسِيّٗا,إنسيا,أَحَداً مِنَ النَّاسِ.,4,20984
5251,19,27,شَيۡـٔٗا فَرِيّٗا,شيـا فريا,أمْراً عَظِيماً مُفْتَرَىً.,1,20985
5252,19,28,يَٰٓأُخۡتَ هَٰرُونَ,يأخت هرون,يا أُخْتَ الرَّجلِ الصَّالحِ هارُونَ.,1,20986
5253,19,28,ٱمۡرَأَ سَوۡءٖ,ٱمرأ سوء,رَجُلَ سَوْءٍ يأتي الفَوَاحِشَ.,2,20986
5254,19,28,بَغِيّٗا,بغيا,زَانيةً.,3,20986
5255,19,29,ٱلۡمَهۡدِ,ٱلمهد,ما يُهَيَّأ للرَّضِيعِ مِن فِراشٍ ونَحْوِه.,1,20987
5256,19,29,صَبِيّٗا,صبيا,طِفْلاً رَضِيعاً.,2,20987
5257,19,30,ٱلۡكِتَٰبَ,ٱلكتب,الإنْجِيلَ.,1,20988
5258,19,31,مُبَارَكًا,مباركا,عَظِيمَ الْخيرِ والنَّفْعِ ﴿مَا دُمۡتُ حَيّٗا﴾: ما بَقِيِتُ حَيّاً.,1,20989
5259,19,32,بَرَّۢا,برا,بَارّاً ومُطِيعاً.,1,20990
5260,19,32,جَبَّارٗا,جبارا,مُتَكَبِّراً.,2,20990
5261,19,32,شَقِيّٗا,شقيا,عَاصِياً لِربِّي.,3,20990
5262,19,33,وَيَوۡمَ أُبۡعَثُ حَيّٗا,ويوم أبعث حيا,أي: يَوْمَ الْقِيَامةِ.,1,20991
5697,21,90,وَرَهَبٗا,ورهبا,خَائِفِينَ من عُقُوبَتِنا.,3,21281
5263,19,34,فِيهِ يَمۡتَرُونَ,فيه يمترون,يَشُكُّ فيه اليهودُ والنَّصَارَىٰ ويُجَادِلُونَ.,1,20992
5264,19,35,مَا كَانَ,ما كان,ما يَنْبَغِي وَلَا يَلِيقُ.,1,20993
5265,19,35,سُبۡحَٰنَهُۥٓ,سبحنه,تَقَدَّسَ وتَنَزَّهَ عَن ذَلِكَ.,2,20993
5266,19,35,قَضَىٰٓ,قضى,أَرَادَ.,3,20993
5267,19,35,فَيَكُونُ,فيكون,أي: كَمَا أرَادَه.,4,20993
5268,19,36,هَٰذَا صِرَٰطٞ مُّسۡتَقِيمٞ,هذا صرط مستقيم,هَذَا طريقٌ لا اعْوِجَاجَ فِيه.,1,20994
5269,19,37,ٱلۡأَحۡزَابُ,ٱلأحزاب,الفِرَقُ مِنْ أَهْلِ الْكِتَابِ.,1,20995
5270,19,37,فَوَيۡلٞ,فويل,فهَلاكٌ.,2,20995
5271,19,37,مَشۡهَدِ,مشهد,شُهُودِ.,3,20995
5272,19,37,يَوۡمٍ عَظِيمٍ,يوم عظيم,يومِ القِيامَةِ.,4,20995
5273,19,38,أَسۡمِعۡ بِهِمۡ وَأَبۡصِرۡ,أسمع بهم وأبصر,ما أقدَرَهم على السَّمعِ والبَصَرِ يوم القيامةِ!,1,20996
5274,19,38,فِي ضَلَٰلٖ مُّبِينٖ,في ضلل مبين,في انْحِرَافٍ واضحٍ عَن سَبيلِ الحقِّ.,2,20996
5275,19,39,يَوۡمَ ٱلۡحَسۡرَةِ,يوم ٱلحسرة,يومَ النَّدامةِ على ما فرَّطُوا في جَنْبِ اللهِ.,1,20997
5276,19,41,صِدِّيقٗا,صديقا,عَظِيمَ الصِّدقِ.,1,20999
5277,19,42,وَلَا يُغۡنِي,ولا يغني,ولا يَدْفَعُ.,1,21000
5278,19,43,أَهۡدِكَ,أهدك,أُرْشِدْكَ.,1,21001
5279,19,43,صِرَٰطٗا سَوِيّٗا,صرطا سويا,طريقاً مُسْتَوياً لا اعْوِجَاجَ فيه.,2,21001
5280,19,44,لَا تَعۡبُدِ ٱلشَّيۡطَٰنَ,لا تعبد ٱلشيطن,لا تُطِعِ الشَّيطانَ في عِبادةِ الأصْنام.,1,21002
5281,19,44,عَصِيّٗا,عصيا,مُخَالِفاً مُسْتكْبِراً عَن طاعَةِ اللهِ.,2,21002
5282,19,45,لِلشَّيۡطَٰنِ وَلِيّٗا,للشيطن وليا,قَرِيناً لَه في اللَّعنةِ، وقريباً منه في النَّار.,1,21003
5283,19,46,أَرَاغِبٌ أَنتَ عَنۡ ءَالِهَتِي,أراغب أنت عن ءالهتي,أَمُعْرِضٌ أنت عَن عِبادَةِ آلِهَتِي.,1,21004
5284,19,46,لَأَرۡجُمَنَّكَ,لأرجمنك,لَأَقْتُلَنَّك رَمْياً بِالْحِجارَةِ.,2,21004
5285,19,46,مَلِيّٗا,مليا,زَماناً طَوِيلاً مِنَ الدَّهْرِ.,3,21004
5286,19,47,سَلَٰمٌ عَلَيۡكَ,سلم عليك,تحيةُ تَودِيعٍ ومُتَارَكَةٍ، أي: تَسْلَمُ ممَّا تَكْرَهُه مِنِّي.,1,21005
5287,19,47,بِي حَفِيّٗا,بي حفيا,كَثيرَ البِرِّ واللُّطْفِ.,2,21005
5288,19,48,وَأَعۡتَزِلُكُمۡ,وأعتزلكم,وأُفارِقُكُم.,1,21006
5289,19,48,شَقِيّٗا,شقيا,مَحْرُوماً مِنْ إجابَةِ الدُّعاءِ.,2,21006
5290,19,50,لِسَانَ صِدۡقٍ,لسان صدق,ثَناءً حَسَناً.,1,21008
5291,19,50,عَلِيّٗا,عليا,رفيعَ القَدْرِ باقياً في النَّاسِ.,2,21008
5292,19,51,مُخۡلَصٗا,مخلصا,مُخْتاراً لِرِسالتِه.,1,21009
5293,19,52,ٱلطُّورِ,ٱلطور,جَبَلِ طُورِ سَيناءَ.,1,21010
5294,19,52,وَقَرَّبۡنَٰهُ نَجِيّٗا,وقربنه نجيا,فشَرَّفْناه بِمُناجاتِنا وتَكْلِيمِنا إيَّاه سرّاً.,2,21010
5295,19,56,صِدِّيقٗا,صديقا,عظيمَ الصِّدقِ في قولِه وعَمَلِه.,1,21014
5296,19,57,وَرَفَعۡنَٰهُ,ورفعنه,أي: ذِكْرَه ومَنْزِلَتَه، قيل: إنَّه رُفِعَ إلى السَّماءِ الرابعةِ.,1,21015
5297,19,57,عَلِيًّا,عليا,رفيعَ القَدْرِ، أو ذا مَكانٍ عالٍ في السَّماءِ.,2,21015
5298,19,58,وَٱجۡتَبَيۡنَآ,وٱجتبينا,واصْطَفَينا للرِّسالةِ والنُّبوَّةِ.,1,21016
5299,19,58,خَرُّواْ,خروا,وَقَعُوا.,2,21016
5300,19,58,وَبُكِيّٗا,وبكيا,وباكِينَ مِنْ خَشْيَتِه سُبْحَانَه وتَعالَى.,3,21016
5301,19,59,فَخَلَفَ مِنۢ بَعۡدِهِمۡ,فخلف من بعدهم,فجاءَ بَعْدَهُم.,1,21017
5302,19,59,خَلۡفٌ,خلف,أتْبَاعُ سُوءٍ.,2,21017
5303,19,59,غَيًّا,غيا,جَزاءَ الغَيِّ، أو وَادِياً في جَهَنَّمَ.,3,21017
5304,19,61,"جَنَّٰتِ عَدۡنٍ﴾ جناتِ خُلْدٍ وإقامَةٍ دَائِمةٍ. 
﴿بِٱلۡغَيۡبِ","جنت عدن﴾ جنات خلد وإقامة دائمة. 
﴿بٱلغيب",أي: غائبةً عَنْهم لا يُشاهِدُونها.,1,21019
5305,19,61,مَأۡتِيّٗا,مأتيا,آتِياً لا مَحالةَ.,2,21019
5306,19,62,لَغۡوًا,لغوا,كَلاماً باطِلاً.,1,21020
5307,19,62,بُكۡرَةٗ وَعَشِيّٗا,بكرة وعشيا,أي: على مِقْدارِ ما يَعرِفُونَ من الغَداءِ والعَشَاءِ، وإلَّا فليسَ في الجنَّةِ بُكْرَةٌ ولا عَشِيَّةٌ.,2,21020
5308,19,63,نُورِثُ,نورث,نُعْطِي.,1,21021
5309,19,64,وَمَا نَتَنَزَّلُ,وما نتنزل,أي: نَحْنُ الملائكةُ مِنَ السَّماءِ إلى الأرضِ.,1,21022
5310,19,64,لَهُۥ مَا بَيۡنَ أَيۡدِينَا,له ما بين أيدينا,مما يُسْتَقْبَلُ مِنْ أُمُورِ الآخِرَةِ.,2,21022
5311,19,64,وَمَا خَلۡفَنَا,وما خلفنا,مِمَّا مَضَى مِنْ أُمُورِ الدُّنْيا.,3,21022
5312,19,64,وَمَا بَيۡنَ ذَٰلِكَ,وما بين ذلك,وَمَا بَيْنَ الدُّنْيا والآخِرةِ.,4,21022
5313,19,64,نَسِيّٗا,نسيا,ناسِياً لشيءٍ مِنَ الأشياءِ.,5,21022
5314,19,65,وَٱصۡطَبِرۡ لِعِبَٰدَتِهِۦ,وٱصطبر لعبدته,واثْبُتْ عَلى طاعةِ الله بِصَبْرٍ ومُوَاظَبَةٍ.,1,21023
5315,19,65,سَمِيّٗا,سميا,مُماثِلاً في ذَاتِه وَأَسْمائِه وصِفاتِه وأفعالِه.,2,21023
5316,19,68,لَنَحۡشُرَنَّهُمۡ,لنحشرنهم,لَنَجْمَعَنَّ هَؤلاءِ المُنْكِرِينَ لِلبَعْثِ يومَ القيامةِ.,1,21026
5317,19,68,جِثِيّٗا,جثيا,بارِكِينَ على رُكَبِهِم.,2,21026
5318,19,69,ثُمَّ لَنَنزِعَنَّ,ثم لننزعن,ثم لَنَأخُذَنَّ.,1,21027
5319,19,69,شِيعَةٍ,شيعة,طائِفَةٍ.,2,21027
5320,19,69,عِتِيّٗا,عتيا,تَمرُّداً وعِصْياناً للهِ تَعالى.,3,21027
5321,19,70,هُمۡ أَوۡلَىٰ بِهَا صِلِيّٗا,هم أولى بها صليا,هُم أَوْلى بجَهَنَّمَ دُخُولاً.,1,21028
5322,19,71,إِلَّا وَارِدُهَا,إلا واردها,إلَّا واردٌ النارَ بالمُرُورِ على الصِّراطِ المنْصُوبِ على مَتْنِ جَهَنَّمَ.,1,21029
5323,19,71,حَتۡمٗا مَّقۡضِيّٗا,حتما مقضيا,أَمْراً مَحْتُوماً قُضِيَ وحُكِمَ أنَّه لابُدَّ مِن وُقُوعِه.,2,21029
5324,19,72,وَنَذَرُ,ونذر,ونَتْرُكُ.,1,21030
5325,19,73,خَيۡرٞ مَّقَامٗا,خير مقاما,أَفْضَلُ مَنْزِلاً.,1,21031
5326,19,73,وَأَحۡسَنُ نَدِيّٗا,وأحسن نديا,وأَحْسَنُ مَجْلِساً.,2,21031
5327,19,74,مِن قَرۡنٍ,من قرن,مِنْ أُمَمٍ.,1,21032
5328,19,74,هُمۡ أَحۡسَنُ أَثَٰثٗا وَرِءۡيٗا,هم أحسن أثثا ورءيا,أَحْسنُ مَتاعاً مِنْهُم، وأَجْمَلُ مَنْظَراً.,2,21032
5329,19,75,فَلۡيَمۡدُدۡ,فليمدد,فَلْيُمْهِلْهُ اسْتِدْرَاجاً.,1,21033
5330,19,75,هُوَ شَرّٞ مَّكَانٗا,هو شر مكانا,شرٌّ مَسْكَناً ومُسْتَقَرّاً.,2,21033
5331,19,75,وَأَضۡعَفُ جُندٗا,وأضعف جندا,وأَضْعَفُ قوةً وَرِجالاً.,3,21033
5332,19,76,وَٱلۡبَٰقِيَٰتُ ٱلصَّٰلِحَٰتُ,وٱلبقيت ٱلصلحت,أَعمالُ الخيرِ.,1,21034
5333,19,76,وَخَيۡرٞ مَّرَدًّا,وخير مردا,وخيرٌ مَرْجِعاً وَعاقِبَةً.,2,21034
5334,19,77,لَأُوتَيَنَّ,لأوتين,لَأُعْطَينَّ في الآخِرَةِ.,1,21035
5335,19,78,أَطَّلَعَ ٱلۡغَيۡبَ,أطلع ٱلغيب,أعَلِمَ الغَيبَ؟,1,21036
5336,19,78,عَهۡدٗا,عهدا,أي: عَهْداً بِدُخُولِ الجنَّةِ.,2,21036
5337,19,79,وَنَمُدُّ لَهُۥ,ونمد له,ونَزِيدُه في الآخِرَةِ.,1,21037
5338,19,80,وَنَرِثُهُۥ,ونرثه,أي: بَعْدَ هَلاكِه فيَصِيرُ لنا مالُه وولدُه.,1,21038
5339,19,81,عِزّٗا,عزا,شُفَعَاءَ وأنْصَاراً يَتَعزَّزُونَ بِهِم.,1,21039
5340,19,82,وَيَكُونُونَ عَلَيۡهِمۡ ضِدًّا,ويكونون عليهم ضدا,وتَكُونُ هذه الآلهةُ مُخَالِفةً لهم تُخاصِمُهُم، على عَكْسِ ما كانُوا يَرْجُونَه مِنْ هَؤلاءِ.,1,21040
5341,19,83,تَؤُزُّهُمۡ,تؤزهم,تُهَيِّجُ الكَافِرِينَ وتَدْفَعُهُم إلى المَعاصِي.,1,21041
5342,19,84,نَعُدُّ لَهُمۡ,نعد لهم,نُحْصِي أَعْمالَهم وَأَعمارَهُم.,1,21042
5343,19,85,وَفۡدٗا,وفدا,قادِمِينَ على اللهِ مُكْرَمِينَ.,1,21043
5344,19,86,وَنَسُوقُ ٱلۡمُجۡرِمِينَ,ونسوق ٱلمجرمين,أي: نَحُثُّهم على السَّيرِ، ونَطْرُدُهم كما تُطْرَدُ البَهَائِمُ ﴿وِرۡدٗا﴾: عِطاشاً.,1,21044
5345,19,89,شَيۡـًٔا إِدّٗا,شيـا إدا,شَيئاً عَظِيماً مُنْكَراً.,1,21047
5346,19,90,يَتَفَطَّرۡنَ مِنۡهُ,يتفطرن منه,يَتَشَقَّقْنَ ويَتَفَتَّتْنَ مِن شَناعَتِه.,1,21048
5347,19,90,وَتَنشَقُّ,وتنشق,وتَتَصَدَّعُ.,2,21048
5348,19,90,وَتَخِرُّ ٱلۡجِبَالُ,وتخر ٱلجبال,أي: تَسْقُطُ وتَنْهَدِمُ.,3,21048
5349,19,90,هَدًّا,هدا,أي: مَهْدُودَةً ومَكْسُورَةً.,4,21048
5350,19,96,وُدّٗا,ودا,حُبّاً في قُلُوبِ عِبَادِه.,1,21054
5351,19,97,لُدّٗا,لدا,شَدِيدِي الخُصُومَةِ بالباطِل.,1,21055
5352,19,98,مِن قَرۡنٍ,من قرن,مِنْ أُمَمٍ.,1,21056
5353,19,98,رِكۡزَۢا,ركزا,صَوْتاً خَفِيّاً.,2,21056
5354,20,1,طه,طه,تَقَدَّمَ الكلامُ على الحُرُوفِ المُقَطَّعةِ في أوَّلِ سُورَةِ البَقَرةِ.,1,21057
5355,20,2,لِتَشۡقَىٰٓ,لتشقى,لِتَتْعبَ بفَرْطِ تأسُّفِكَ على كُفْرِهِم.,1,21058
5356,20,3,تَذۡكِرَةٗ,تذكرة,عِظَةً وعِبْرةً.,1,21059
5357,20,5,ٱلۡعَرۡشِ,ٱلعرش,هو سَرِيرُ المُلْكِ الذي اسْتَوى عَلَيه الرحمنُ، وتَحمِلُه الملائِكةُ، وهو أَعْظَمُ المخْلُوقَاتِ، وهو سَقْفُ الجنَّةِ.,1,21061
5358,20,5,ٱسۡتَوَىٰ,ٱستوى,عَلا وارْتَفَعَ، اسْتِوَاءً يلِيقُ بِجَلالِه وَعَظَمَتِه.,2,21061
5359,20,6,وَمَا تَحۡتَ ٱلثَّرَىٰ,وما تحت ٱلثرى,باطِنِ الأَرْضِ.,1,21062
5360,20,7,ٱلسِّرَّ,ٱلسر,ما حَدَّثَ الإنْسانُ بِه غَيْرَه في خَفَاءٍ.,1,21063
5361,20,7,وَأَخۡفَى,وأخفى,وَما هُوَ أَخْفَى مِنَ السِّرِّ، مِمَّا تُحدِّثُ بِه نَفْسَكَ.,2,21063
5899,22,73,تَدۡعُونَ,تدعون,تَعْبُدُونَ.,2,21376
5362,20,9,حَدِيثُ مُوسَىٰٓ,حديث موسى,خبرُ مُوسَى بن عِمْرَانَ عليه الصَّلاةُ والسَّلامُ، لمَّا رَجَعَ مِن مَدْيَنَ إلى مِصْرَ.,1,21065
5363,20,10,ءَانَسۡتُ,ءانست,أَبْصَرْتُ ما يُؤنِسُ.,1,21066
5364,20,10,بِقَبَسٍ,بقبس,بِشُعْلةٍ مِن نَّارٍ تَنْفَعُكُم.,2,21066
5365,20,10,هُدٗى,هدى,هادِياً يَدُلُّنا عَلى الطَّرِيقِ.,3,21066
5366,20,12,طُوٗى,طوى,اسْمِ الوَادِي المُقَدَّسِ.,1,21068
5367,20,13,ٱخۡتَرۡتُكَ,ٱخترتك,اصْطَفَيتُك للنُّبوَّةِ والرِّسالَةِ.,1,21069
